series_id,year,period,value,footnote_codes
CUSR0000SAF,1967,M01,34.8,
CUSR0000SAF,1967,M02,34.7,
CUSR0000SAF,1967,M03,34.7,
CUSR0000SAF,1967,M04,34.6,
CUSR0000SAF,1967,M05,34.6,
CUSR0000SAF,1967,M06,34.9,
CUSR0000SAF,1967,M07,35.0,
CUSR0000SAF,1967,M08,35.2,
CUSR0000SAF,1967,M09,35.2,
CUSR0000SAF,1967,M10,35.3,
CUSR0000SAF,1967,M11,35.4,
CUSR0000SAF,1967,M12,35.5,
CUSR0000SAF,1968,M01,35.5,
CUSR0000SAF,1968,M02,35.7,
CUSR0000SAF,1968,M03,35.8,
CUSR0000SAF,1968,M04,36.0,
CUSR0000SAF,1968,M05,36.1,
CUSR0000SAF,1968,M06,36.1,
CUSR0000SAF,1968,M07,36.2,
CUSR0000SAF,1968,M08,36.3,
CUSR0000SAF,1968,M09,36.5,
CUSR0000SAF,1968,M10,36.8,
CUSR0000SAF,1968,M11,36.8,
CUSR0000SAF,1968,M12,37.0,
CUSR0000SAF,1969,M01,37.0,
CUSR0000SAF,1969,M02,37.0,
CUSR0000SAF,1969,M03,37.1,
CUSR0000SAF,1969,M04,37.4,
CUSR0000SAF,1969,M05,37.6,
CUSR0000SAF,1969,M06,38.0,
CUSR0000SAF,1969,M07,38.2,
CUSR0000SAF,1969,M08,38.4,
CUSR0000SAF,1969,M09,38.6,
CUSR0000SAF,1969,M10,38.7,
CUSR0000SAF,1969,M11,39.1,
CUSR0000SAF,1969,M12,39.5,
CUSR0000SAF,1970,M01,39.6,
CUSR0000SAF,1970,M02,39.8,
CUSR0000SAF,1970,M03,39.8,
CUSR0000SAF,1970,M04,39.9,
CUSR0000SAF,1970,M05,40.1,
CUSR0000SAF,1970,M06,40.1,
CUSR0000SAF,1970,M07,40.2,
CUSR0000SAF,1970,M08,40.2,
CUSR0000SAF,1970,M09,40.4,
CUSR0000SAF,1970,M10,40.5,
CUSR0000SAF,1970,M11,40.4,
CUSR0000SAF,1970,M12,40.5,
CUSR0000SAF,1971,M01,40.5,
CUSR0000SAF,1971,M02,40.5,
CUSR0000SAF,1971,M03,40.9,
CUSR0000SAF,1971,M04,41.1,
CUSR0000SAF,1971,M05,41.3,
CUSR0000SAF,1971,M06,41.5,
CUSR0000SAF,1971,M07,41.6,
CUSR0000SAF,1971,M08,41.6,
CUSR0000SAF,1971,M09,41.6,
CUSR0000SAF,1971,M10,41.7,
CUSR0000SAF,1971,M11,41.9,
CUSR0000SAF,1971,M12,42.3,
CUSR0000SAF,1972,M01,42.2,
CUSR0000SAF,1972,M02,42.6,
CUSR0000SAF,1972,M03,42.6,
CUSR0000SAF,1972,M04,42.6,
CUSR0000SAF,1972,M05,42.7,
CUSR0000SAF,1972,M06,42.8,
CUSR0000SAF,1972,M07,43.1,
CUSR0000SAF,1972,M08,43.1,
CUSR0000SAF,1972,M09,43.5,
CUSR0000SAF,1972,M10,43.7,
CUSR0000SAF,1972,M11,43.9,
CUSR0000SAF,1972,M12,44.1,
CUSR0000SAF,1973,M01,44.8,
CUSR0000SAF,1973,M02,45.5,
CUSR0000SAF,1973,M03,46.5,
CUSR0000SAF,1973,M04,47.2,
CUSR0000SAF,1973,M05,47.8,
CUSR0000SAF,1973,M06,48.3,
CUSR0000SAF,1973,M07,48.4,
CUSR0000SAF,1973,M08,50.9,
CUSR0000SAF,1973,M09,50.9,
CUSR0000SAF,1973,M10,51.2,
CUSR0000SAF,1973,M11,51.8,
CUSR0000SAF,1973,M12,52.3,
CUSR0000SAF,1974,M01,52.9,
CUSR0000SAF,1974,M02,54.0,
CUSR0000SAF,1974,M03,54.5,
CUSR0000SAF,1974,M04,54.4,
CUSR0000SAF,1974,M05,54.8,
CUSR0000SAF,1974,M06,54.9,
CUSR0000SAF,1974,M07,54.8,
CUSR0000SAF,1974,M08,55.5,
CUSR0000SAF,1974,M09,56.6,
CUSR0000SAF,1974,M10,57.2,
CUSR0000SAF,1974,M11,57.9,
CUSR0000SAF,1974,M12,58.6,
CUSR0000SAF,1975,M01,58.8,
CUSR0000SAF,1975,M02,59.0,
CUSR0000SAF,1975,M03,58.9,
CUSR0000SAF,1975,M04,58.8,
CUSR0000SAF,1975,M05,59.0,
CUSR0000SAF,1975,M06,59.6,
CUSR0000SAF,1975,M07,60.6,
CUSR0000SAF,1975,M08,60.7,
CUSR0000SAF,1975,M09,61.0,
CUSR0000SAF,1975,M10,61.6,
CUSR0000SAF,1975,M11,62.0,
CUSR0000SAF,1975,M12,62.3,
CUSR0000SAF,1976,M01,62.2,
CUSR0000SAF,1976,M02,61.6,
CUSR0000SAF,1976,M03,61.3,
CUSR0000SAF,1976,M04,61.3,
CUSR0000SAF,1976,M05,61.6,
CUSR0000SAF,1976,M06,61.7,
CUSR0000SAF,1976,M07,62.0,
CUSR0000SAF,1976,M08,62.2,
CUSR0000SAF,1976,M09,62.5,
CUSR0000SAF,1976,M10,62.8,
CUSR0000SAF,1976,M11,62.8,
CUSR0000SAF,1976,M12,62.9,
CUSR0000SAF,1977,M01,63.1,
CUSR0000SAF,1977,M02,64.2,
CUSR0000SAF,1977,M03,64.5,
CUSR0000SAF,1977,M04,65.2,
CUSR0000SAF,1977,M05,65.5,
CUSR0000SAF,1977,M06,65.9,
CUSR0000SAF,1977,M07,66.1,
CUSR0000SAF,1977,M08,66.4,
CUSR0000SAF,1977,M09,66.6,
CUSR0000SAF,1977,M10,66.8,
CUSR0000SAF,1977,M11,67.4,
CUSR0000SAF,1977,M12,67.5,
CUSR0000SAF,1978,M01,68.1,
CUSR0000SAF,1978,M02,68.8,
CUSR0000SAF,1978,M03,69.6,
CUSR0000SAF,1978,M04,70.7,
CUSR0000SAF,1978,M05,71.7,
CUSR0000SAF,1978,M06,72.8,
CUSR0000SAF,1978,M07,73.1,
CUSR0000SAF,1978,M08,73.4,
CUSR0000SAF,1978,M09,73.7,
CUSR0000SAF,1978,M10,74.3,
CUSR0000SAF,1978,M11,74.8,
CUSR0000SAF,1978,M12,75.2,
CUSR0000SAF,1979,M01,76.5,
CUSR0000SAF,1979,M02,77.7,
CUSR0000SAF,1979,M03,78.4,
CUSR0000SAF,1979,M04,78.9,
CUSR0000SAF,1979,M05,79.7,
CUSR0000SAF,1979,M06,80.0,
CUSR0000SAF,1979,M07,80.4,
CUSR0000SAF,1979,M08,80.3,
CUSR0000SAF,1979,M09,80.9,
CUSR0000SAF,1979,M10,81.5,
CUSR0000SAF,1979,M11,82.1,
CUSR0000SAF,1979,M12,82.8,
CUSR0000SAF,1980,M01,83.3,
CUSR0000SAF,1980,M02,83.4,
CUSR0000SAF,1980,M03,84.1,
CUSR0000SAF,1980,M04,84.6,
CUSR0000SAF,1980,M05,85.2,
CUSR0000SAF,1980,M06,85.7,
CUSR0000SAF,1980,M07,86.5,
CUSR0000SAF,1980,M08,87.9,
CUSR0000SAF,1980,M09,88.9,
CUSR0000SAF,1980,M10,89.6,
CUSR0000SAF,1980,M11,90.6,
CUSR0000SAF,1980,M12,91.2,
CUSR0000SAF,1981,M01,91.5,
CUSR0000SAF,1981,M02,92.0,
CUSR0000SAF,1981,M03,92.5,
CUSR0000SAF,1981,M04,92.6,
CUSR0000SAF,1981,M05,92.7,
CUSR0000SAF,1981,M06,93.1,
CUSR0000SAF,1981,M07,93.8,
CUSR0000SAF,1981,M08,94.3,
CUSR0000SAF,1981,M09,94.7,
CUSR0000SAF,1981,M10,94.8,
CUSR0000SAF,1981,M11,95.0,
CUSR0000SAF,1981,M12,95.2,
CUSR0000SAF,1982,M01,95.5,
CUSR0000SAF,1982,M02,96.2,
CUSR0000SAF,1982,M03,96.1,
CUSR0000SAF,1982,M04,96.3,
CUSR0000SAF,1982,M05,97.1,
CUSR0000SAF,1982,M06,98.0,
CUSR0000SAF,1982,M07,98.1,
CUSR0000SAF,1982,M08,97.9,
CUSR0000SAF,1982,M09,98.0,
CUSR0000SAF,1982,M10,98.1,
CUSR0000SAF,1982,M11,98.2,
CUSR0000SAF,1982,M12,98.1,
CUSR0000SAF,1983,M01,98.0,
CUSR0000SAF,1983,M02,98.2,
CUSR0000SAF,1983,M03,98.8,
CUSR0000SAF,1983,M04,99.2,
CUSR0000SAF,1983,M05,99.5,
CUSR0000SAF,1983,M06,99.6,
CUSR0000SAF,1983,M07,99.6,
CUSR0000SAF,1983,M08,99.6,
CUSR0000SAF,1983,M09,100.0,
CUSR0000SAF,1983,M10,100.3,
CUSR0000SAF,1983,M11,100.3,
CUSR0000SAF,1983,M12,100.6,
CUSR0000SAF,1984,M01,101.9,
CUSR0000SAF,1984,M02,102.5,
CUSR0000SAF,1984,M03,102.8,
CUSR0000SAF,1984,M04,102.8,
CUSR0000SAF,1984,M05,102.6,
CUSR0000SAF,1984,M06,103.0,
CUSR0000SAF,1984,M07,103.2,
CUSR0000SAF,1984,M08,103.8,
CUSR0000SAF,1984,M09,103.7,
CUSR0000SAF,1984,M10,103.9,
CUSR0000SAF,1984,M11,104.0,
CUSR0000SAF,1984,M12,104.4,
CUSR0000SAF,1985,M01,104.5,
CUSR0000SAF,1985,M02,105.0,
CUSR0000SAF,1985,M03,105.4,
CUSR0000SAF,1985,M04,105.3,
CUSR0000SAF,1985,M05,105.1,
CUSR0000SAF,1985,M06,105.4,
CUSR0000SAF,1985,M07,105.4,
CUSR0000SAF,1985,M08,105.5,
CUSR0000SAF,1985,M09,105.7,
CUSR0000SAF,1985,M10,105.9,
CUSR0000SAF,1985,M11,106.5,
CUSR0000SAF,1985,M12,107.3,
CUSR0000SAF,1986,M01,107.5,
CUSR0000SAF,1986,M02,107.4,
CUSR0000SAF,1986,M03,107.6,
CUSR0000SAF,1986,M04,107.8,
CUSR0000SAF,1986,M05,108.2,
CUSR0000SAF,1986,M06,108.3,
CUSR0000SAF,1986,M07,109.1,
CUSR0000SAF,1986,M08,110.0,
CUSR0000SAF,1986,M09,110.1,
CUSR0000SAF,1986,M10,110.4,
CUSR0000SAF,1986,M11,111.0,
CUSR0000SAF,1986,M12,111.3,
CUSR0000SAF,1987,M01,111.9,
CUSR0000SAF,1987,M02,112.2,
CUSR0000SAF,1987,M03,112.4,
CUSR0000SAF,1987,M04,112.6,
CUSR0000SAF,1987,M05,113.2,
CUSR0000SAF,1987,M06,113.8,
CUSR0000SAF,1987,M07,113.7,
CUSR0000SAF,1987,M08,113.9,
CUSR0000SAF,1987,M09,114.4,
CUSR0000SAF,1987,M10,114.6,
CUSR0000SAF,1987,M11,114.7,
CUSR0000SAF,1987,M12,115.2,
CUSR0000SAF,1988,M01,115.6,
CUSR0000SAF,1988,M02,115.7,
CUSR0000SAF,1988,M03,115.9,
CUSR0000SAF,1988,M04,116.5,
CUSR0000SAF,1988,M05,116.9,
CUSR0000SAF,1988,M06,117.6,
CUSR0000SAF,1988,M07,118.8,
CUSR0000SAF,1988,M08,119.4,
CUSR0000SAF,1988,M09,120.0,
CUSR0000SAF,1988,M10,120.3,
CUSR0000SAF,1988,M11,120.5,
CUSR0000SAF,1988,M12,121.0,
CUSR0000SAF,1989,M01,121.5,
CUSR0000SAF,1989,M02,122.3,
CUSR0000SAF,1989,M03,123.1,
CUSR0000SAF,1989,M04,123.7,
CUSR0000SAF,1989,M05,124.6,
CUSR0000SAF,1989,M06,124.9,
CUSR0000SAF,1989,M07,125.4,
CUSR0000SAF,1989,M08,125.7,
CUSR0000SAF,1989,M09,126.1,
CUSR0000SAF,1989,M10,126.7,
CUSR0000SAF,1989,M11,127.2,
CUSR0000SAF,1989,M12,127.7,
CUSR0000SAF,1990,M01,129.4,
CUSR0000SAF,1990,M02,130.5,
CUSR0000SAF,1990,M03,130.7,
CUSR0000SAF,1990,M04,130.6,
CUSR0000SAF,1990,M05,130.9,
CUSR0000SAF,1990,M06,131.8,
CUSR0000SAF,1990,M07,132.5,
CUSR0000SAF,1990,M08,132.9,
CUSR0000SAF,1990,M09,133.3,
CUSR0000SAF,1990,M10,133.8,
CUSR0000SAF,1990,M11,134.2,
CUSR0000SAF,1990,M12,134.3,
CUSR0000SAF,1991,M01,135.2,
CUSR0000SAF,1991,M02,135.7,
CUSR0000SAF,1991,M03,135.9,
CUSR0000SAF,1991,M04,136.6,
CUSR0000SAF,1991,M05,137.1,
CUSR0000SAF,1991,M06,137.8,
CUSR0000SAF,1991,M07,137.2,
CUSR0000SAF,1991,M08,136.8,
CUSR0000SAF,1991,M09,137.0,
CUSR0000SAF,1991,M10,136.9,
CUSR0000SAF,1991,M11,137.4,
CUSR0000SAF,1991,M12,137.6,
CUSR0000SAF,1992,M01,137.3,
CUSR0000SAF,1992,M02,137.8,
CUSR0000SAF,1992,M03,138.3,
CUSR0000SAF,1992,M04,138.2,
CUSR0000SAF,1992,M05,138.1,
CUSR0000SAF,1992,M06,138.4,
CUSR0000SAF,1992,M07,138.3,
CUSR0000SAF,1992,M08,139.1,
CUSR0000SAF,1992,M09,139.7,
CUSR0000SAF,1992,M10,139.7,
CUSR0000SAF,1992,M11,139.6,
CUSR0000SAF,1992,M12,139.6,
CUSR0000SAF,1993,M01,140.0,
CUSR0000SAF,1993,M02,140.4,
CUSR0000SAF,1993,M03,140.4,
CUSR0000SAF,1993,M04,140.8,
CUSR0000SAF,1993,M05,141.7,
CUSR0000SAF,1993,M06,141.4,
CUSR0000SAF,1993,M07,141.4,
CUSR0000SAF,1993,M08,141.9,
CUSR0000SAF,1993,M09,142.1,
CUSR0000SAF,1993,M10,142.7,
CUSR0000SAF,1993,M11,143.0,
CUSR0000SAF,1993,M12,143.5,
CUSR0000SAF,1994,M01,143.6,
CUSR0000SAF,1994,M02,143.4,
CUSR0000SAF,1994,M03,143.4,
CUSR0000SAF,1994,M04,143.7,
CUSR0000SAF,1994,M05,144.0,
CUSR0000SAF,1994,M06,144.4,
CUSR0000SAF,1994,M07,145.2,
CUSR0000SAF,1994,M08,145.6,
CUSR0000SAF,1994,M09,145.8,
CUSR0000SAF,1994,M10,145.8,
CUSR0000SAF,1994,M11,146.2,
CUSR0000SAF,1994,M12,147.2,
CUSR0000SAF,1995,M01,147.2,
CUSR0000SAF,1995,M02,147.7,
CUSR0000SAF,1995,M03,147.5,
CUSR0000SAF,1995,M04,148.5,
CUSR0000SAF,1995,M05,148.7,
CUSR0000SAF,1995,M06,148.8,
CUSR0000SAF,1995,M07,149.0,
CUSR0000SAF,1995,M08,149.1,
CUSR0000SAF,1995,M09,149.6,
CUSR0000SAF,1995,M10,150.0,
CUSR0000SAF,1995,M11,150.0,
CUSR0000SAF,1995,M12,150.3,
CUSR0000SAF,1996,M01,150.8,
CUSR0000SAF,1996,M02,151.2,
CUSR0000SAF,1996,M03,151.9,
CUSR0000SAF,1996,M04,152.5,
CUSR0000SAF,1996,M05,152.4,
CUSR0000SAF,1996,M06,153.3,
CUSR0000SAF,1996,M07,153.8,
CUSR0000SAF,1996,M08,154.3,
CUSR0000SAF,1996,M09,155.0,
CUSR0000SAF,1996,M10,155.9,
CUSR0000SAF,1996,M11,156.4,
CUSR0000SAF,1996,M12,156.6,
CUSR0000SAF,1997,M01,156.3,
CUSR0000SAF,1997,M02,156.9,
CUSR0000SAF,1997,M03,157.0,
CUSR0000SAF,1997,M04,157.0,
CUSR0000SAF,1997,M05,157.1,
CUSR0000SAF,1997,M06,157.4,
CUSR0000SAF,1997,M07,157.7,
CUSR0000SAF,1997,M08,158.2,
CUSR0000SAF,1997,M09,158.4,
CUSR0000SAF,1997,M10,158.7,
CUSR0000SAF,1997,M11,159.0,
CUSR0000SAF,1997,M12,159.2,
CUSR0000SAF,1998,M01,159.9,
CUSR0000SAF,1998,M02,159.9,
CUSR0000SAF,1998,M03,160.1,
CUSR0000SAF,1998,M04,160.2,
CUSR0000SAF,1998,M05,160.7,
CUSR0000SAF,1998,M06,160.6,
CUSR0000SAF,1998,M07,161.0,
CUSR0000SAF,1998,M08,161.4,
CUSR0000SAF,1998,M09,161.5,
CUSR0000SAF,1998,M10,162.4,
CUSR0000SAF,1998,M11,162.7,
CUSR0000SAF,1998,M12,162.8,
CUSR0000SAF,1999,M01,163.4,
CUSR0000SAF,1999,M02,163.8,
CUSR0000SAF,1999,M03,163.7,
CUSR0000SAF,1999,M04,163.9,
CUSR0000SAF,1999,M05,164.2,
CUSR0000SAF,1999,M06,164.1,
CUSR0000SAF,1999,M07,164.4,
CUSR0000SAF,1999,M08,164.7,
CUSR0000SAF,1999,M09,165.1,
CUSR0000SAF,1999,M10,165.5,
CUSR0000SAF,1999,M11,165.8,
CUSR0000SAF,1999,M12,166.0,
CUSR0000SAF,2000,M01,166.1,
CUSR0000SAF,2000,M02,166.7,
CUSR0000SAF,2000,M03,167.1,
CUSR0000SAF,2000,M04,167.2,
CUSR0000SAF,2000,M05,167.8,
CUSR0000SAF,2000,M06,168.0,
CUSR0000SAF,2000,M07,168.8,
CUSR0000SAF,2000,M08,169.3,
CUSR0000SAF,2000,M09,169.4,
CUSR0000SAF,2000,M10,169.6,
CUSR0000SAF,2000,M11,169.7,
CUSR0000SAF,2000,M12,170.5,
CUSR0000SAF,2001,M01,170.9,
CUSR0000SAF,2001,M02,171.7,
CUSR0000SAF,2001,M03,172.2,
CUSR0000SAF,2001,M04,172.6,
CUSR0000SAF,2001,M05,172.9,
CUSR0000SAF,2001,M06,173.5,
CUSR0000SAF,2001,M07,174.1,
CUSR0000SAF,2001,M08,174.5,
CUSR0000SAF,2001,M09,174.7,
CUSR0000SAF,2001,M10,175.3,
CUSR0000SAF,2001,M11,175.4,
CUSR0000SAF,2001,M12,175.2,
CUSR0000SAF,2002,M01,175.8,
CUSR0000SAF,2002,M02,176.2,
CUSR0000SAF,2002,M03,176.6,
CUSR0000SAF,2002,M04,176.9,
CUSR0000SAF,2002,M05,176.4,
CUSR0000SAF,2002,M06,176.5,
CUSR0000SAF,2002,M07,176.7,
CUSR0000SAF,2002,M08,176.7,
CUSR0000SAF,2002,M09,177.0,
CUSR0000SAF,2002,M10,177.0,
CUSR0000SAF,2002,M11,177.5,
CUSR0000SAF,2002,M12,177.7,
CUSR0000SAF,2003,M01,177.7,
CUSR0000SAF,2003,M02,178.7,
CUSR0000SAF,2003,M03,179.0,
CUSR0000SAF,2003,M04,179.1,
CUSR0000SAF,2003,M05,179.4,
CUSR0000SAF,2003,M06,180.3,
CUSR0000SAF,2003,M07,180.4,
CUSR0000SAF,2003,M08,181.1,
CUSR0000SAF,2003,M09,181.5,
CUSR0000SAF,2003,M10,182.2,
CUSR0000SAF,2003,M11,183.1,
CUSR0000SAF,2003,M12,184.0,
CUSR0000SAF,2004,M01,183.9,
CUSR0000SAF,2004,M02,184.3,
CUSR0000SAF,2004,M03,184.7,
CUSR0000SAF,2004,M04,185.1,
CUSR0000SAF,2004,M05,186.5,
CUSR0000SAF,2004,M06,186.9,
CUSR0000SAF,2004,M07,187.3,
CUSR0000SAF,2004,M08,187.5,
CUSR0000SAF,2004,M09,187.4,
CUSR0000SAF,2004,M10,188.3,
CUSR0000SAF,2004,M11,188.9,
CUSR0000SAF,2004,M12,188.9,
CUSR0000SAF,2005,M01,189.1,
CUSR0000SAF,2005,M02,189.2,
CUSR0000SAF,2005,M03,189.6,
CUSR0000SAF,2005,M04,190.8,
CUSR0000SAF,2005,M05,191.0,
CUSR0000SAF,2005,M06,191.0,
CUSR0000SAF,2005,M07,191.4,
CUSR0000SAF,2005,M08,191.5,
CUSR0000SAF,2005,M09,191.9,
CUSR0000SAF,2005,M10,192.4,
CUSR0000SAF,2005,M11,193.0,
CUSR0000SAF,2005,M12,193.3,
CUSR0000SAF,2006,M01,194.1,
CUSR0000SAF,2006,M02,194.2,
CUSR0000SAF,2006,M03,194.4,
CUSR0000SAF,2006,M04,194.3,
CUSR0000SAF,2006,M05,194.7,
CUSR0000SAF,2006,M06,195.3,
CUSR0000SAF,2006,M07,195.7,
CUSR0000SAF,2006,M08,196.2,
CUSR0000SAF,2006,M09,196.8,
CUSR0000SAF,2006,M10,197.4,
CUSR0000SAF,2006,M11,197.4,
CUSR0000SAF,2006,M12,197.5,
CUSR0000SAF,2007,M01,198.813,
CUSR0000SAF,2007,M02,200.126,
CUSR0000SAF,2007,M03,200.853,
CUSR0000SAF,2007,M04,201.392,
CUSR0000SAF,2007,M05,202.157,
CUSR0000SAF,2007,M06,202.977,
CUSR0000SAF,2007,M07,203.640,
CUSR0000SAF,2007,M08,204.418,
CUSR0000SAF,2007,M09,205.347,
CUSR0000SAF,2007,M10,205.988,
CUSR0000SAF,2007,M11,206.789,
CUSR0000SAF,2007,M12,207.141,
CUSR0000SAF,2008,M01,208.392,
CUSR0000SAF,2008,M02,209.183,
CUSR0000SAF,2008,M03,209.595,
CUSR0000SAF,2008,M04,211.368,
CUSR0000SAF,2008,M05,212.204,
CUSR0000SAF,2008,M06,213.452,
CUSR0000SAF,2008,M07,215.449,
CUSR0000SAF,2008,M08,216.530,
CUSR0000SAF,2008,M09,217.749,
CUSR0000SAF,2008,M10,218.632,
CUSR0000SAF,2008,M11,219.079,
CUSR0000SAF,2008,M12,219.151,
CUSR0000SAF,2009,M01,219.323,
CUSR0000SAF,2009,M02,219.058,
CUSR0000SAF,2009,M03,218.682,
CUSR0000SAF,2009,M04,218.372,
CUSR0000SAF,2009,M05,218.053,
CUSR0000SAF,2009,M06,218.092,
CUSR0000SAF,2009,M07,217.725,
CUSR0000SAF,2009,M08,217.738,
CUSR0000SAF,2009,M09,217.664,
CUSR0000SAF,2009,M10,217.881,
CUSR0000SAF,2009,M11,218.055,
CUSR0000SAF,2009,M12,218.341,
CUSR0000SAF,2010,M01,218.855,
CUSR0000SAF,2010,M02,218.898,
CUSR0000SAF,2010,M03,219.321,
CUSR0000SAF,2010,M04,219.531,
CUSR0000SAF,2010,M05,219.651,
CUSR0000SAF,2010,M06,219.627,
CUSR0000SAF,2010,M07,219.643,
CUSR0000SAF,2010,M08,219.879,
CUSR0000SAF,2010,M09,220.598,
CUSR0000SAF,2010,M10,220.911,
CUSR0000SAF,2010,M11,221.315,
CUSR0000SAF,2010,M12,221.556,
CUSR0000SAF,2011,M01,222.735,
CUSR0000SAF,2011,M02,223.734,
CUSR0000SAF,2011,M03,225.337,
CUSR0000SAF,2011,M04,226.180,
CUSR0000SAF,2011,M05,227.045,
CUSR0000SAF,2011,M06,227.603,
CUSR0000SAF,2011,M07,228.473,
CUSR0000SAF,2011,M08,229.577,
CUSR0000SAF,2011,M09,230.561,
CUSR0000SAF,2011,M10,230.776,
CUSR0000SAF,2011,M11,230.976,
CUSR0000SAF,2011,M12,231.392,
CUSR0000SAF,2012,M01,232.131,
CUSR0000SAF,2012,M02,232.103,
CUSR0000SAF,2012,M03,232.502,
CUSR0000SAF,2012,M04,232.934,
CUSR0000SAF,2012,M05,233.127,
CUSR0000SAF,2012,M06,233.624,
CUSR0000SAF,2012,M07,233.752,
CUSR0000SAF,2012,M08,234.108,
CUSR0000SAF,2012,M09,234.286,
CUSR0000SAF,2012,M10,234.694,
CUSR0000SAF,2012,M11,235.100,
CUSR0000SAF,2012,M12,235.521,
CUSR0000SAF,2013,M01,235.789,
CUSR0000SAF,2013,M02,235.897,
CUSR0000SAF,2013,M03,236.153,
CUSR0000SAF,2013,M04,236.624,
CUSR0000SAF,2013,M05,236.409,
CUSR0000SAF,2013,M06,236.899,
CUSR0000SAF,2013,M07,237.145,
CUSR0000SAF,2013,M08,237.415,
CUSR0000SAF,2013,M09,237.483,
CUSR0000SAF,2013,M10,237.672,
CUSR0000SAF,2013,M11,237.868,
CUSR0000SAF,2013,M12,238.092,
CUSR0000SAF,2014,M01,238.370,
CUSR0000SAF,2014,M02,239.122,
CUSR0000SAF,2014,M03,240.202,
CUSR0000SAF,2014,M04,241.044,
CUSR0000SAF,2014,M05,242.091,
CUSR0000SAF,2014,M06,242.317,
CUSR0000SAF,2014,M07,242.912,
CUSR0000SAF,2014,M08,243.574,
CUSR0000SAF,2014,M09,244.217,
CUSR0000SAF,2014,M10,244.512,
CUSR0000SAF,2014,M11,245.103,
CUSR0000SAF,2014,M12,245.802,
CUSR0000SAF,2015,M01,245.698,
CUSR0000SAF,2015,M02,245.922,
CUSR0000SAF,2015,M03,245.723,
CUSR0000SAF,2015,M04,245.730,
CUSR0000SAF,2015,M05,245.926,
CUSR0000SAF,2015,M06,246.587,
CUSR0000SAF,2015,M07,246.783,
CUSR0000SAF,2015,M08,247.283,
CUSR0000SAF,2015,M09,248.002,
CUSR0000SAF,2015,M10,248.246,
CUSR0000SAF,2015,M11,248.026,
CUSR0000SAF,2015,M12,247.644,
CUSR0000SAF,2016,M01,247.788,
CUSR0000SAF,2016,M02,248.044,
CUSR0000SAF,2016,M03,247.742,
CUSR0000SAF,2016,M04,248.111,
CUSR0000SAF,2016,M05,247.702,
CUSR0000SAF,2016,M06,247.593,
CUSR0000SAF,2016,M07,247.524,
CUSR0000SAF,2016,M08,247.532,
CUSR0000SAF,2016,M09,247.550,
CUSR0000SAF,2016,M10,247.492,
CUSR0000SAF,2016,M11,247.392,
CUSR0000SAF,2016,M12,247.325,
CUSR0000SAF,2017,M01,247.657,
CUSR0000SAF,2017,M02,248.202,
CUSR0000SAF,2017,M03,249.033,
CUSR0000SAF,2017,M04,249.549,
CUSR0000SAF,2017,M05,249.865,
CUSR0000SAF1,1947,M01,22.8,
CUSR0000SAF1,1947,M02,23.1,
CUSR0000SAF1,1947,M03,23.8,
CUSR0000SAF1,1947,M04,23.5,
CUSR0000SAF1,1947,M05,23.4,
CUSR0000SAF1,1947,M06,23.5,
CUSR0000SAF1,1947,M07,23.8,
CUSR0000SAF1,1947,M08,24.1,
CUSR0000SAF1,1947,M09,24.8,
CUSR0000SAF1,1947,M10,24.9,
CUSR0000SAF1,1947,M11,25.2,
CUSR0000SAF1,1947,M12,25.7,
CUSR0000SAF1,1948,M01,26.1,
CUSR0000SAF1,1948,M02,25.9,
CUSR0000SAF1,1948,M03,25.3,
CUSR0000SAF1,1948,M04,26.0,
CUSR0000SAF1,1948,M05,26.3,
CUSR0000SAF1,1948,M06,26.5,
CUSR0000SAF1,1948,M07,26.7,
CUSR0000SAF1,1948,M08,26.5,
CUSR0000SAF1,1948,M09,26.3,
CUSR0000SAF1,1948,M10,26.1,
CUSR0000SAF1,1948,M11,25.7,
CUSR0000SAF1,1948,M12,25.5,
CUSR0000SAF1,1949,M01,25.4,
CUSR0000SAF1,1949,M02,25.3,
CUSR0000SAF1,1949,M03,25.3,
CUSR0000SAF1,1949,M04,25.3,
CUSR0000SAF1,1949,M05,25.2,
CUSR0000SAF1,1949,M06,25.3,
CUSR0000SAF1,1949,M07,24.8,
CUSR0000SAF1,1949,M08,24.8,
CUSR0000SAF1,1949,M09,25.0,
CUSR0000SAF1,1949,M10,24.8,
CUSR0000SAF1,1949,M11,24.8,
CUSR0000SAF1,1949,M12,24.5,
CUSR0000SAF1,1950,M01,24.3,
CUSR0000SAF1,1950,M02,24.7,
CUSR0000SAF1,1950,M03,24.6,
CUSR0000SAF1,1950,M04,24.6,
CUSR0000SAF1,1950,M05,24.8,
CUSR0000SAF1,1950,M06,25.1,
CUSR0000SAF1,1950,M07,25.6,
CUSR0000SAF1,1950,M08,25.8,
CUSR0000SAF1,1950,M09,25.8,
CUSR0000SAF1,1950,M10,26.0,
CUSR0000SAF1,1950,M11,26.1,
CUSR0000SAF1,1950,M12,26.9,
CUSR0000SAF1,1951,M01,27.6,
CUSR0000SAF1,1951,M02,28.5,
CUSR0000SAF1,1951,M03,28.4,
CUSR0000SAF1,1951,M04,28.2,
CUSR0000SAF1,1951,M05,28.3,
CUSR0000SAF1,1951,M06,28.0,
CUSR0000SAF1,1951,M07,27.9,
CUSR0000SAF1,1951,M08,27.8,
CUSR0000SAF1,1951,M09,27.9,
CUSR0000SAF1,1951,M10,28.4,
